Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,global_sales,Rank,decade,log_sales
Silent Hill: Shattered Memories,PS2,2010.0,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,3431,2010.0,-0.22914798835785583
LEGO Indiana Jones 2: The Adventure Continues,PSP,2009.0,Action,Activision,0.21,0.24,0.0,0.14,0.59,3432,2000.0,-0.22914798835785583
The Sims 3: World Adventures,PC,2009.0,Simulation,Electronic Arts,0.02,0.18,0.0,0.39,0.59,3433,2000.0,-0.22914798835785583
Ben 10: Alien Force,PSP,2008.0,Action,Koch Media,0.35,0.14,0.0,0.1,0.59,3434,2000.0,-0.22914798835785583
Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PS2,2005.0,Strategy,Banpresto,0.0,0.0,0.59,0.0,0.59,3435,2000.0,-0.22914798835785583
Tales of Rebirth,PS2,2004.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.59,0.0,0.59,3436,2000.0,-0.22914798835785583
Mega Man Anniversary Collection,PS2,2004.0,Platform,Capcom,0.29,0.22,0.0,0.08,0.59,3437,2000.0,-0.22914798835785583
The Lord of the Rings: The Third Age,PS2,2004.0,Role-Playing,Electronic Arts,0.49,0.02,0.0,0.08,0.59,3438,2000.0,-0.22914798835785583
Ready 2 Rumble Boxing,N64,1999.0,Sports,Midway Games,0.47,0.11,0.0,0.01,0.59,3439,1990.0,-0.22914798835785583
Extreme-G,N64,1997.0,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59,3440,1990.0,-0.22914798835785583
Kirby's Dream Course,SNES,1994.0,Sports,Nintendo,0.0,0.0,0.59,0.0,0.59,3441,1990.0,-0.22914798835785583
Just Dance 2016,WiiU,2015.0,Misc,Ubisoft,0.28,0.25,0.0,0.05,0.5800000000000001,3442,2010.0,-0.23657200643706267
WWE 2K16,XOne,2015.0,Sports,Take-Two Interactive,0.31,0.22,0.0,0.05,0.5800000000000001,3443,2010.0,-0.23657200643706267
Kinect Sports Rivals,XOne,2014.0,Sports,Microsoft Game Studios,0.3,0.22,0.02,0.04,0.5800000000000001,3444,2010.0,-0.23657200643706267
Titanfall,PC,2014.0,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.5800000000000001,3445,2010.0,-0.23657200643706267
Frozen: Olaf's Quest,3DS,2013.0,Platform,Disney Interactive Studios,0.27,0.26,0.0,0.05,0.5800000000000001,3446,2010.0,-0.23657200643706267
JoJo's Bizarre Adventure: All Star Battle,PS3,2013.0,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.5800000000000001,3447,2010.0,-0.23657200643706267
Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.06,0.5800000000000001,3448,2010.0,-0.23657200643706267
MLB 11: The Show,PS3,2011.0,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.5800000000000001,3449,2010.0,-0.23657200643706267
"Warhammer 40,000: Space Marine",X360,2011.0,Shooter,THQ,0.25,0.27,0.0,0.06,0.5800000000000001,3450,2010.0,-0.23657200643706267
Pro Evolution Soccer 2012,PSP,2011.0,Action,Konami Digital Entertainment,0.1,0.12,0.29,0.07,0.5800000000000001,3451,2010.0,-0.23657200643706267
Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,Natsume,0.27,0.06,0.22,0.03,0.5800000000000001,3452,2010.0,-0.23657200643706267
Rock Band 3,PS3,2010.0,Misc,MTV Games,0.43,0.09,0.0,0.06,0.5800000000000001,3453,2010.0,-0.23657200643706267
Rooms: The Main Building,DS,2010.0,Adventure,Nintendo,0.1,0.41,0.01,0.06,0.5800000000000001,3454,2010.0,-0.23657200643706267
Tetris Party Deluxe,Wii,2010.0,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.5800000000000001,3455,2010.0,-0.23657200643706267
FIFA Soccer 10,DS,2009.0,Sports,Electronic Arts,0.14,0.37,0.0,0.07,0.5800000000000001,3456,2000.0,-0.23657200643706267
The Conduit,Wii,2009.0,Shooter,Sega,0.29,0.23,0.0,0.06,0.5800000000000001,3457,2000.0,-0.23657200643706267
Tom Clancy's HAWX,X360,2009.0,Action,Ubisoft,0.31,0.19,0.02,0.06,0.5800000000000001,3458,2000.0,-0.23657200643706267
BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,PQube,0.36,0.1,0.06,0.06,0.5800000000000001,3459,2000.0,-0.23657200643706267
Rapala: We Fish,Wii,2009.0,Sports,Activision,0.52,0.02,0.0,0.04,0.5800000000000001,3460,2000.0,-0.23657200643706267
3D Dot Game Heroes,PS3,2009.0,Role-Playing,SouthPeak Games,0.36,0.12,0.03,0.07,0.5800000000000001,3461,2000.0,-0.23657200643706267
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008.0,Action,THQ,0.29,0.22,0.0,0.07,0.5800000000000001,3462,2000.0,-0.23657200643706267
Harvest Moon: Sunshine Islands,DS,2008.0,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.5800000000000001,3463,2000.0,-0.23657200643706267
The Legend of Spyro: Dawn of the Dragon,Wii,2008.0,Platform,Vivendi Games,0.35,0.18,0.0,0.05,0.5800000000000001,3464,2000.0,-0.23657200643706267
NCAA Football 09,PS3,2008.0,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.5800000000000001,3465,2000.0,-0.23657200643706267
Spelling Challenges and more!,DS,2007.0,Misc,505 Games,0.54,0.0,0.0,0.04,0.5800000000000001,3466,2000.0,-0.23657200643706267
Final Fantasy Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.5800000000000001,3467,2000.0,-0.23657200643706267
Petz Dogz 2,Wii,2007.0,Simulation,Ubisoft,0.53,0.01,0.0,0.04,0.5800000000000001,3468,2000.0,-0.23657200643706267
Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007.0,Action,Capcom,0.25,0.0,0.31,0.02,0.5800000000000001,3469,2000.0,-0.23657200643706267
Blacksite: Area 51,X360,2007.0,Shooter,Midway Games,0.29,0.23,0.0,0.06,0.5800000000000001,3470,2000.0,-0.23657200643706267
Phoenix Wright: Ace Attorney - Justice for All,DS,2006.0,Adventure,Capcom,0.24,0.05,0.26,0.03,0.5800000000000001,3471,2000.0,-0.23657200643706267
Prince of Persia: The Two Thrones,XB,2005.0,Action,Ubisoft,0.33,0.22,0.0,0.03,0.5800000000000001,3472,2000.0,-0.23657200643706267
Far Cry Instincts,XB,2005.0,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.5800000000000001,3473,2000.0,-0.23657200643706267
Backyard NBA Basketball,PS2,2003.0,Sports,Atari,0.29,0.22,0.0,0.07,0.5800000000000001,3474,2000.0,-0.23657200643706267
Sammy Sosa High Heat Baseball 2001,PS,2000.0,Sports,3DO,0.32,0.22,0.0,0.04,0.5800000000000001,3475,2000.0,-0.23657200643706267
Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,Action,Activision,0.32,0.22,0.0,0.04,0.5800000000000001,3476,2000.0,-0.23657200643706267
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,2000.0,Strategy,Namco Bandai Games,0.0,0.0,0.54,0.04,0.5800000000000001,3477,2000.0,-0.23657200643706267
Parasite Eve II,PS,1999.0,Role-Playing,SquareSoft,0.32,0.22,0.0,0.04,0.5800000000000001,3478,1990.0,-0.23657200643706267
World Cup 98,N64,1998.0,Sports,Electronic Arts,0.14,0.4,0.0,0.04,0.5800000000000001,3479,1990.0,-0.23657200643706267
International Superstar Soccer '98,N64,1998.0,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03,0.5800000000000001,3480,1990.0,-0.23657200643706267
Tales of Phantasia,PS,1998.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.54,0.04,0.5800000000000001,3481,1990.0,-0.23657200643706267
Gex: Enter the Gecko,PS,1998.0,Platform,BMG Interactive Entertainment,0.32,0.22,0.0,0.04,0.5800000000000001,3482,1990.0,-0.23657200643706267
Championship Motocross featuring Ricky Carmichael,PS,1998.0,Racing,THQ,0.32,0.22,0.0,0.04,0.5800000000000001,3483,1990.0,-0.23657200643706267
Beyond The Beyond,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.5800000000000001,3484,1990.0,-0.23657200643706267
Madden NFL 06,X360,,Sports,Electronic Arts,0.54,0.0,0.01,0.03,0.5800000000000001,3485,,-0.23657200643706267
Madden NFL 2002,XB,,Sports,Unknown,0.53,0.02,0.0,0.03,0.5800000000000001,3486,,-0.23657200643706267
Dark Souls II,PS4,2015.0,Role-Playing,Namco Bandai Games,0.2,0.22,0.08,0.08,0.58,3487,2010.0,-0.23657200643706275
NHL 15,PS4,2014.0,Sports,Electronic Arts,0.3,0.18,0.0,0.1,0.58,3488,2010.0,-0.23657200643706275
Doom 3 BFG Edition,PS3,2012.0,Shooter,Bethesda Softworks,0.26,0.22,0.0,0.1,0.58,3489,2010.0,-0.23657200643706275
Zumba Fitness,PS3,2010.0,Sports,505 Games,0.28,0.21,0.0,0.09,0.58,3490,2010.0,-0.23657200643706275
Enslaved: Odyssey to the West,PS3,2010.0,Action,Namco Bandai Games,0.24,0.24,0.01,0.09,0.58,3491,2010.0,-0.23657200643706275
Romancing SaGa,PS2,2005.0,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58,3492,2000.0,-0.23657200643706275
NHL 06,PS2,2005.0,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58,3493,2000.0,-0.23657200643706275
Shrek 2: Beg for Mercy,GBA,2004.0,Adventure,Activision,0.42,0.15,0.0,0.01,0.58,3494,2000.0,-0.23657200643706275
Fire Emblem: Seisen no Keifu,SNES,1996.0,Strategy,Nintendo,0.0,0.0,0.58,0.0,0.58,3495,1990.0,-0.23657200643706275
Dragon Ball Z: Chou Saiya Densetsu,SNES,1992.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.58,0.0,0.58,3496,1990.0,-0.23657200643706275
LEGO Dimensions,X360,2015.0,Action,Warner Bros. Interactive Entertainment,0.24,0.28,0.0,0.05,0.5700000000000001,3497,2010.0,-0.24412514432750856
Shin Megami Tensei IV,3DS,2013.0,Role-Playing,Atlus,0.28,0.0,0.27,0.02,0.5700000000000001,3498,2010.0,-0.24412514432750856
Defiance,X360,2013.0,Shooter,Trion Worlds,0.38,0.15,0.0,0.04,0.5700000000000001,3499,2010.0,-0.24412514432750856
Disney Universe,X360,2011.0,Action,Disney Interactive Studios,0.37,0.15,0.0,0.05,0.5700000000000001,3500,2010.0,-0.24412514432750856
Skylanders: Spyro's Adventure,3DS,2011.0,Action,Activision,0.32,0.2,0.0,0.05,0.5700000000000001,3501,2010.0,-0.24412514432750856
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010.0,Shooter,Activision,0.37,0.15,0.0,0.05,0.5700000000000001,3502,2010.0,-0.24412514432750856
Assassin's Creed II,PC,2010.0,Action,Ubisoft,0.01,0.45,0.0,0.11,0.5700000000000001,3503,2010.0,-0.24412514432750856
Grease,Wii,2010.0,Misc,505 Games,0.27,0.25,0.0,0.05,0.5700000000000001,3504,2010.0,-0.24412514432750856
Petz Nursery,DS,2009.0,Simulation,Ubisoft,0.53,0.0,0.0,0.04,0.5700000000000001,3505,2000.0,-0.24412514432750856
NHL 10,PS3,2009.0,Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.5700000000000001,3506,2000.0,-0.24412514432750856
NCAA Football 10,PS2,2009.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.5700000000000001,3507,2000.0,-0.24412514432750856
Up,Wii,2009.0,Action,THQ,0.23,0.28,0.0,0.06,0.5700000000000001,3508,2000.0,-0.24412514432750856
Jillian Michaels Fitness Ultimatum 2010,Wii,2009.0,Sports,Majesco Entertainment,0.52,0.01,0.0,0.04,0.5700000000000001,3509,2000.0,-0.24412514432750856
LEGO Rock Band,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.4,0.12,0.0,0.05,0.5700000000000001,3510,2000.0,-0.24412514432750856
Lips: Number One Hits,X360,2009.0,Misc,Microsoft Game Studios,0.15,0.35,0.0,0.07,0.5700000000000001,3511,2000.0,-0.24412514432750856
Ratchet & Clank: Quest for Booty,PS3,2008.0,Platform,Sony Computer Entertainment,0.0,0.53,0.0,0.04,0.5700000000000001,3512,2000.0,-0.24412514432750856
Top Spin 3,PS3,2008.0,Action,Take-Two Interactive,0.08,0.37,0.0,0.12,0.5700000000000001,3513,2000.0,-0.24412514432750856
Hasbro Family Game Night,PS2,2008.0,Puzzle,Electronic Arts,0.28,0.22,0.0,0.07,0.5700000000000001,3514,2000.0,-0.24412514432750856
Iron Man,X360,2008.0,Action,Sega,0.27,0.24,0.0,0.06,0.5700000000000001,3515,2000.0,-0.24412514432750856
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008.0,Action,THQ,0.53,0.0,0.0,0.04,0.5700000000000001,3516,2000.0,-0.24412514432750856
Ben 10: Alien Force,PS2,2008.0,Action,Koch Media,0.22,0.02,0.0,0.33,0.5700000000000001,3517,2000.0,-0.24412514432750856
Petz Wild Animals: Tigerz,DS,2008.0,Simulation,Ubisoft,0.52,0.01,0.0,0.04,0.5700000000000001,3518,2000.0,-0.24412514432750856
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,Take-Two Interactive,0.5,0.03,0.0,0.04,0.5700000000000001,3519,2000.0,-0.24412514432750856
Spider-Man 3,X360,2007.0,Platform,Activision,0.49,0.04,0.0,0.04,0.5700000000000001,3520,2000.0,-0.24412514432750856
Tomb Raider: Anniversary,PSP,2007.0,Action,Eidos Interactive,0.21,0.23,0.0,0.13,0.5700000000000001,3521,2000.0,-0.24412514432750856
Bratz 4 Real,DS,2007.0,Adventure,THQ,0.29,0.22,0.0,0.06,0.5700000000000001,3522,2000.0,-0.24412514432750856
Donkey Kong Jungle Climber,DS,2007.0,Platform,Nintendo,0.26,0.04,0.24,0.03,0.5700000000000001,3523,2000.0,-0.24412514432750856
NCAA March Madness 07,PS2,2007.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.5700000000000001,3524,2000.0,-0.24412514432750856
Hotel Dusk: Room 215,DS,2007.0,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.5700000000000001,3525,2000.0,-0.24412514432750856
NBA 2K7,X360,2006.0,Sports,Take-Two Interactive,0.53,0.0,0.0,0.04,0.5700000000000001,3526,2000.0,-0.24412514432750856
Naruto: Uzumaki Chronicles 2,PS2,2006.0,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.5700000000000001,3527,2000.0,-0.24412514432750856
Dogz,DS,2006.0,Simulation,Ubisoft,0.51,0.02,0.0,0.04,0.5700000000000001,3528,2000.0,-0.24412514432750856
Arena Football,PS2,2006.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.5700000000000001,3529,2000.0,-0.24412514432750856
ATV Offroad Fury: Blazin' Trails,PSP,2005.0,Racing,SouthPeak Games,0.53,0.0,0.0,0.04,0.5700000000000001,3530,2000.0,-0.24412514432750856
Madden NFL 06,GC,2005.0,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.5700000000000001,3531,2000.0,-0.24412514432750856
Dynasty Warriors 5: Xtreme Legends,PS2,2005.0,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.5700000000000001,3532,2000.0,-0.24412514432750856
Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.5700000000000001,3533,2000.0,-0.24412514432750856
Terminator 3: Rise of the Machines,PS2,2003.0,Action,Atari,0.28,0.22,0.0,0.07,0.5700000000000001,3534,2000.0,-0.24412514432750856
SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003.0,Platform,THQ,0.45,0.1,0.0,0.02,0.5700000000000001,3535,2000.0,-0.24412514432750856
XIII,PS2,2003.0,Shooter,Ubisoft,0.28,0.22,0.0,0.07,0.5700000000000001,3536,2000.0,-0.24412514432750856
True Crime: Streets of LA,GC,2003.0,Action,Activision,0.44,0.11,0.0,0.02,0.5700000000000001,3537,2000.0,-0.24412514432750856
Fullmetal Alchemist and the Broken Angel,PS2,2003.0,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.5700000000000001,3538,2000.0,-0.24412514432750856
Contra: Shattered Soldier,PS2,2002.0,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.5700000000000001,3539,2000.0,-0.24412514432750856
Jampack Summer 2002,PS2,2002.0,Misc,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.5700000000000001,3540,2000.0,-0.24412514432750856
Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,Activision,0.42,0.11,0.02,0.02,0.5700000000000001,3541,2000.0,-0.24412514432750856
RalliSport Challenge,XB,2002.0,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.5700000000000001,3542,2000.0,-0.24412514432750856
Blood Wake,XB,2001.0,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.5700000000000001,3543,2000.0,-0.24412514432750856
NHL Hitz 20-02,PS2,2001.0,Sports,Midway Games,0.28,0.22,0.0,0.07,0.5700000000000001,3544,2000.0,-0.24412514432750856
Unreal Tournament,PS2,2000.0,Shooter,Infogrames,0.28,0.22,0.0,0.07,0.5700000000000001,3545,2000.0,-0.24412514432750856
Breath of Fire IV,PS,2000.0,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.5700000000000001,3546,2000.0,-0.24412514432750856
NFL Blitz 2000,N64,1999.0,Sports,Midway Games,0.55,0.02,0.0,0.0,0.5700000000000001,3547,1990.0,-0.24412514432750856
FIFA: Road to  World Cup 98,N64,1997.0,Sports,Electronic Arts,0.15,0.39,0.0,0.03,0.5700000000000001,3548,1990.0,-0.24412514432750856
Theme Park,PS,1994.0,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.5700000000000001,3549,1990.0,-0.24412514432750856
NASCAR: Dirt to Daytona,PS2,,Racing,Unknown,0.28,0.22,0.0,0.07,0.5700000000000001,3550,,-0.24412514432750856
WWE 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.21,0.27,0.0,0.09,0.57,3551,2010.0,-0.24412514432750865
Spec Ops: The Line,PS3,2012.0,Shooter,Take-Two Interactive,0.19,0.25,0.04,0.09,0.57,3552,2010.0,-0.24412514432750865
Tom Clancy's HAWX,PS3,2009.0,Action,Ubisoft,0.21,0.22,0.05,0.09,0.57,3553,2000.0,-0.24412514432750865
FIFA World Cup Germany 2006,PS2,2006.0,Sports,Electronic Arts,0.47,0.02,0.0,0.08,0.57,3554,2000.0,-0.24412514432750865
Tales of the Abyss,PS2,2005.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57,3555,2000.0,-0.24412514432750865
Spyro Orange: The Cortex Conspiracy,GBA,2004.0,Action,Vivendi Games,0.41,0.15,0.0,0.01,0.57,3556,2000.0,-0.24412514432750865
Naruto: Ultimate Ninja 2,PS2,2004.0,Fighting,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57,3557,2000.0,-0.24412514432750865
Tony Hawk's Pro Skater 4,GBA,2002.0,Sports,Activision,0.41,0.15,0.0,0.01,0.57,3558,2000.0,-0.24412514432750865
SD Gundam G Generation Neo,PS2,2002.0,Strategy,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57,3559,2000.0,-0.24412514432750865
Super Bomberman,SNES,1992.0,Puzzle,Hudson Soft,0.0,0.0,0.57,0.0,0.57,3560,1990.0,-0.24412514432750865
The Mysterious Murasame Castle,NES,1986.0,Action,Nintendo,0.0,0.0,0.57,0.0,0.57,3561,1980.0,-0.24412514432750865
Xenoblade Chronicles,3DS,2015.0,Role-Playing,Nintendo,0.26,0.14,0.12,0.04,0.56,3562,2010.0,-0.25181197299379954
Dragon Ball: XenoVerse,PS3,2015.0,Fighting,Namco Bandai Games,0.15,0.2,0.14,0.07,0.56,3563,2010.0,-0.25181197299379954
Dragon Age: Inquisition,X360,2014.0,Role-Playing,Electronic Arts,0.35,0.16,0.0,0.05,0.56,3564,2010.0,-0.25181197299379954
The Amazing Spider-Man 2 (2014),PS4,2014.0,Action,Activision,0.2,0.25,0.02,0.09,0.56,3565,2010.0,-0.25181197299379954
NHL 14,PS3,2013.0,Sports,Electronic Arts,0.28,0.19,0.0,0.09,0.56,3566,2010.0,-0.25181197299379954
Phineas and Ferb: Across the 2nd Dimension,DS,2011.0,Action,Disney Interactive Studios,0.32,0.19,0.0,0.05,0.56,3567,2010.0,-0.25181197299379954
Monster High: Ghoul Spirit,Wii,2011.0,Misc,THQ,0.44,0.08,0.0,0.04,0.56,3568,2010.0,-0.25181197299379954
MX vs. ATV: Alive,X360,2011.0,Racing,THQ,0.37,0.14,0.0,0.05,0.56,3569,2010.0,-0.25181197299379954
Tony Hawk: Shred,Wii,2010.0,Sports,Activision,0.41,0.11,0.0,0.04,0.56,3570,2010.0,-0.25181197299379954
Tiger Woods PGA Tour 11,Wii,2010.0,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56,3571,2010.0,-0.25181197299379954
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010.0,Simulation,Activision,0.41,0.11,0.0,0.04,0.56,3572,2010.0,-0.25181197299379954
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,0.32,0.16,0.03,0.05,0.56,3573,2010.0,-0.25181197299379954
Wolfenstein,X360,2009.0,Shooter,Activision,0.28,0.22,0.0,0.06,0.56,3574,2000.0,-0.25181197299379954
G-Force,DS,2009.0,Action,Disney Interactive Studios,0.27,0.23,0.0,0.06,0.56,3575,2000.0,-0.25181197299379954
50 Classic Games,DS,2009.0,Misc,Destineer,0.52,0.0,0.0,0.04,0.56,3576,2000.0,-0.25181197299379954
Bolt,Wii,2008.0,Adventure,Disney Interactive Studios,0.19,0.31,0.0,0.06,0.56,3577,2000.0,-0.25181197299379954
Top Spin 3,X360,2008.0,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.56,3578,2000.0,-0.25181197299379954
Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,THQ,0.27,0.23,0.0,0.06,0.56,3579,2000.0,-0.25181197299379954
DS Bimoji Training,DS,2008.0,Misc,Nintendo,0.0,0.0,0.56,0.0,0.56,3580,2000.0,-0.25181197299379954
Petz Catz Clan,DS,2008.0,Simulation,Ubisoft,0.48,0.04,0.0,0.04,0.56,3581,2000.0,-0.25181197299379954
No More Heroes,Wii,2007.0,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.56,3582,2000.0,-0.25181197299379954
Odin Sphere,PS2,2007.0,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,3583,2000.0,-0.25181197299379954
Petz Dogz 2,PS2,2007.0,Simulation,Ubisoft,0.28,0.21,0.0,0.07,0.56,3584,2000.0,-0.25181197299379954
Purr Pals,DS,2007.0,Simulation,THQ,0.18,0.36,0.0,0.02,0.56,3585,2000.0,-0.25181197299379954
NBA 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.56,3586,2000.0,-0.25181197299379954
Harry Potter Collection,PS2,2006.0,Misc,Electronic Arts,0.28,0.21,0.0,0.07,0.56,3587,2000.0,-0.25181197299379954
Tony Hawk's Project 8,PSP,2006.0,Sports,Activision,0.41,0.08,0.0,0.07,0.56,3588,2000.0,-0.25181197299379954
Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,Rising Star Games,0.37,0.02,0.14,0.03,0.56,3589,2000.0,-0.25181197299379954
Battlefield 2: Modern Combat,XB,2005.0,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56,3590,2000.0,-0.25181197299379954
Need for Speed: Most Wanted,GC,2005.0,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56,3591,2000.0,-0.25181197299379954
Major League Baseball 2K5,XB,2005.0,Sports,Take-Two Interactive,0.52,0.02,0.0,0.02,0.56,3592,2000.0,-0.25181197299379954
Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.56,3593,2000.0,-0.25181197299379954
Resident Evil Outbreak File #2,PS2,2004.0,Action,Capcom,0.19,0.15,0.17,0.05,0.56,3594,2000.0,-0.25181197299379954
Ms. Pac-Man Maze Madness,GBA,2004.0,Puzzle,Zoo Digital Publishing,0.4,0.15,0.0,0.01,0.56,3595,2000.0,-0.25181197299379954
Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,3596,2000.0,-0.25181197299379954
Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004.0,Misc,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,3597,2000.0,-0.25181197299379954
Cabela's Big Game Hunter 2005 Adventures,PS2,2004.0,Sports,Activision,0.28,0.21,0.0,0.07,0.56,3598,2000.0,-0.25181197299379954
The Incredible Hulk,GBA,2003.0,Action,Universal Interactive,0.4,0.15,0.0,0.01,0.56,3599,2000.0,-0.25181197299379954
The Lord of the Rings: The Return of the King,GBA,2003.0,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56,3600,2000.0,-0.25181197299379954
The Sims: Bustin' Out,XB,2003.0,Simulation,Electronic Arts,0.4,0.14,0.0,0.02,0.56,3601,2000.0,-0.25181197299379954
WWE Raw 2,XB,2003.0,Fighting,THQ,0.43,0.11,0.0,0.02,0.56,3602,2000.0,-0.25181197299379954
Yu-Gi-Oh! Reshef of Destruction,GBA,2003.0,Strategy,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,3603,2000.0,-0.25181197299379954
Backyard NFL Football,GBA,2002.0,Sports,Infogrames,0.4,0.15,0.0,0.01,0.56,3604,2000.0,-0.25181197299379954
Barbie Groovy Games,GBA,2002.0,Misc,Universal Interactive,0.4,0.15,0.0,0.01,0.56,3605,2000.0,-0.25181197299379954
Blinx: The Time Sweeper,XB,2002.0,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56,3606,2000.0,-0.25181197299379954
"Monsters, Inc. Scream Team",PS,2001.0,Platform,Sony Computer Entertainment,0.31,0.21,0.0,0.04,0.56,3607,2000.0,-0.25181197299379954
Knockout Kings 2001,PS2,2001.0,Fighting,Electronic Arts,0.28,0.21,0.0,0.07,0.56,3608,2000.0,-0.25181197299379954
Hamtaro: Ham-Hams Unite!,GB,2001.0,Role-Playing,Nintendo,0.0,0.0,0.56,0.0,0.56,3609,2000.0,-0.25181197299379954
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001.0,Shooter,D3Publisher,0.31,0.21,0.0,0.04,0.56,3610,2000.0,-0.25181197299379954
Bob the Builder: Can We Fix It?,PS,2000.0,Action,THQ,0.31,0.21,0.0,0.04,0.56,3611,2000.0,-0.25181197299379954
NASCAR Rumble,PS,2000.0,Racing,Electronic Arts,0.31,0.21,0.0,0.04,0.56,3612,2000.0,-0.25181197299379954
Contender 2,PS,2000.0,Fighting,3DO,0.31,0.21,0.0,0.04,0.56,3613,2000.0,-0.25181197299379954
Army Men: Sarge's Heroes,PS,1999.0,Action,3DO,0.31,0.21,0.0,0.04,0.56,3614,1990.0,-0.25181197299379954
Resident Evil 2,N64,1999.0,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56,3615,1990.0,-0.25181197299379954
NBA Showtime: NBA on NBC,PS,1999.0,Sports,Midway Games,0.31,0.21,0.0,0.04,0.56,3616,1990.0,-0.25181197299379954
